"source";"Act. GI Day";"Actual delivery date";"BG  booked";"BG  booked2";"Calendar Day";"Carrier";"Carrier2";"Company Code";"Company Code2";"Core Business Indicator";"Core Business Indicator2";"Country ship-to";"Country ship-to2";"Country sold-to";"Country sold-to2";"Created on";"Cust Hier1";"Cust Hier12";"Cust Hier2";"Cust Hier22";"Cust Hier3";"Cust Hier32";"Customer Channel";"Customer Channel2";"Customer Cluster";"Customer Cluster2";"Delivery date plann.";"Delivery plant";"Delivery plant2";"Document currency";"Document currency2";"Exchange rate effect";"Extern. Sales Office";"Extern. Sales Office2";"FI-ML0";"FI-ML02";"Fiscal year/period";"Fiscal year/period2";"Int. Sales Group";"Int. Sales Group2";"Int. Sales office";"Int. Sales office2";"Key Industry";"Key Industry2";"Leg transp. Chain";"Leg transp. Chain2";"Loading Country";"Loading Country2";"Loading location";"Loading location2";"Marketing Customer ship-to";"Marketing Customer ship-to2";"Marketing Customer sold-to";"Marketing Customer sold-to2";"Marketing Level 0";"Marketing Level 02";"Marketing Level 1";"Marketing Level 12";"Marketing Level 2";"Marketing Level 22";"Marketing Level 3";"Marketing Level 32";"Marketing Level 4";"Marketing Level 42";"Material";"Material2";"Mode of transport";"Mode of transport2";"Net due date";"PH3 Cluster";"PH3 Cluster2";"Plan. goods is. date";"Plant";"Plant2";"Posting date";"Prod.Hier.1";"Prod.Hier.12";"Prod.Hier.2";"Prod.Hier.22";"Prod.Hier.3";"Prod.Hier.32";"Prod.Hier.4";"Prod.Hier.42";"Prod.Hier.5";"Prod.Hier.52";"Prod.Hier.6";"Prod.Hier.62";"Prod.Hier.622";"Prod.Hier.6222";"Produced Material";"Produced Material2";"Region ship-to";"Region ship-to2";"Region sold-to";"Region sold-to2";"Reporting Unit  book";"Reporting Unit  book2";"Risk Class";"Risk Class2";"Risk category";"Risk category2";"SBE";"SBE2";"Sales Organization";"Sales Organization2";"Ship-to";"Ship-to2";"ShipTo State/ Province";"ShipTo State/ Province2";"Sold-to";"Sold-to2";"SoldTo State/ Province";"SoldTo State/ Province2";"Subregion ship-to";"Subregion ship-to2";"Subregion sold-to";"Subregion sold-to2";"T3 Arr. Date planned";"T3 Arr. date actual";"T3 Loading Loc. ROI";"T3 Loading Loc. ROI2";"T3 SH Shipper";"T3 SH Shipper2";"TM Destin. Location";"TM Destin. Location2";"Unpacked good";"Unpacked good2";"KPI AR-KeyDate: Amount in EUR";"KPI AR-KeyDate: Counter";"KPI AR-KeyDate: Net Value of Billing Item (DC)";"KPI AR-KeyDate: Weighted WoC Target days";"KPI AR-KeyDate: Weighted target days";"KPI AR-PM: Amount EUR";"KPI AR-PM: Counter";"KPI AR-PM: Diff WoC Target";"KPI AR-PM: EDO (Effective Days Outstanding)";"KPI AR-PM: Performance Days";"KPI AR-PM: Posting Days";"KPI AR-PM: Weighted WoC Target days";"KPI AR-PM: Weighted days late";"KPI AR-PM: Weighted performance";"KPI AR-PM: Weighted target days";"KPI COPA: Gross Sales Qty";"KPI COPA: Gross sales";"KPI COPA: Net proceeds";"KPI COPA: Net sales";"KPI COPA: Sales adjustments";"KPI COPA: Sales deductions";"KPI COSMOS: Consolidated Marginal Income 2a";"KPI COSMOS: Consolidated Marginal Income I";"KPI COSMOS: Gross Sales";"KPI COSMOS: Gross Sales Qty (in+ex)";"KPI COSMOS: Net Proceeds";"KPI COSMOS: Net Sales";"KPI COSMOS: Product Costs  Var.";"KPI COSMOS: Sales Adjustments";"KPI COSMOS: Sales Deductions";"KPI COSMOS: Total Manufacturing Costs  Fix";"KPI OTIF: # OT not in full";"KPI OTIF: # OTIF";"KPI OTIF: # late GI";"KPI OTIF: # late IF";"KPI OTIF: # late NIF";"KPI OTIF: # late create";"KPI OTIF: # late transport";"KPI OTIF: # not in full";"KPI OTIF: # on time";"KPI OTIF: # total deliveries";"KPI OTIF: # total late";"KPI OTIF: # total late+OT NIF";"KPI OTIF: 1. Agreed quantity KG";"KPI OTIF: Delivery Quantity KG";"KPI OTIF: Overdelivery KG";"KPI OTIF: Qty deviation KG";"KPI OTIF: Underdelivery KG";"KPI Sales: Delivery Quantity KG";"KPI Sales: Net value deliv. DC";"KPI Sales: Net value delivery EUR"
"Sales";"04.05.2025";"08.05.2025";"";"";"";"";"";"";"";"P";"Core coproducer";"CN";"PR of China";"CN";"PR of China";"27.04.2025";"52";"PM Consumer Goods";"517";"PM Soft Furniture";"70049";"PM Furnit FF Slabsto";"D01";"DIR-Direct";"#";"Not assigned";"04.05.2025";"THAB";"PRD EP  CPD MTP THAB";"EUR";"Euro";"";"";"";"";"";"";"";"";"";"B220";"Western Europe";"01";"Automotive";"";"";"";"";"";"";"2090571";"Covestro AG";"2090571";"Covestro AG";"73";"EP";"M73";"EP Mobility";"306";"EP Mobility";"136";"EP MOB Lighting";"A385";"EP MOB Lighting";"4400465";"M.AL2647P       550396            FA080M";"";"";"";"73060";"EP Resins";"04.05.2025";"THAB";"PRD EP  CPD MTP THAB";"";"73";"EP";"31";"RESINS";"625";"MAKROLON FOR IM - WE";"886";"IM WS AL";"#";"73/31/625/886/Not as";"#";"73/31/625/886/Not as";"435651";"POLYETHER L 2830";"180820";"M.AL2647P       550396";"R3";"APAC";"R3";"APAC";"";"";"";"";"";"";"";"";"";"";"3604521";"Covestro (Shanghai) Investment";"CN 020";"Shanghai";"3604521";"Covestro (Shanghai) Investment";"CN 020";"Shanghai";"R32";"GREATER CHINA";"R32";"GREATER CHINA";"";"";"";"";"";"";"";"";"180820";"M.AL2647P       550396";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10738,030";"82468,07";"81827,64"
"COPA";"";"";"73";"EP";"";"";"";"1554";"Covestro Polymers (C";"P";"Core coproducer";"HK";"Hong Kong";"HK";"Hong Kong";"";"02";"EP EE";"304";"EP Electronics";"73033";"EP Copier/Printer";"D01";"DIR-Direct";"#";"Not assigned";"";"YBK9";"DCRP MUSTERSERVICE D";"";"";"";"BMSPL";"BMS PLANT";"";"";"006.2026";"006.2026";"599";"SALESGROUP GLOBAL";"TW02";"COV Taiwan2 export";"01";"Automotive";"";"";"";"";"";"";"2090571";"Covestro AG";"2090571";"Covestro AG";"73";"EP";"M73";"EP Mobility";"306";"EP Mobility";"136";"EP MOB Lighting";"A385";"EP MOB Lighting";"80273917";"M.AL2447P       550396            FA080M";"";"";"";"73060";"EP Resins";"";"YBK9";"DCRP MUSTERSERVICE D";"25.06.2026";"73";"EP";"31";"RESINS";"625";"MAKROLON FOR IM - WE";"886";"IM WS AL";"#";"73/31/625/886/Not as";"#";"73/31/625/886/Not as";"";"";"180839";"M.AL2447P       550396";"R3";"APAC";"R3";"APAC";"060";"EP Resins";"";"";"";"";"31";"EP";"B820";"COV Polymers (China)";"382671";"Covestro (Hong Kong) Limited";"HK HK";"Hong Kong Island";"382671";"Covestro (Hong Kong) Limited";"HK HK";"Hong Kong Island";"R32";"GREATER CHINA";"R32";"GREATER CHINA";"";"";"";"";"";"";"";"";"180839";"M.AL2447P       550396";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"6965,077";"86715,21";"81720,14";"80117,57";"-1602,57";"6597,64";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"COSMOS";"";"";"73";"EP";"11.05.2025";"";"";"1705";"Covestro Guangzhou/C";"P";"Core coproducer";"#";"Not assigned";"#";"Not assigned";"";"#";"Not assigned";"#";"#";"#";"#";"D01";"DIR-Direct";"#";"Not assigned";"";"4AAB";"PRD EP  CPD GUA 4AAB";"";"";"-2,88";"#";"Not assigned";"";"";"005.2025";"005.2025";"LH1";"CHEYO";"IN01";"COV India";"02";"Construction";"";"";"";"";"";"";"#";"Not assigned";"#";"Not assigned";"70";"PM";"N70";"PM Sales NA";"541";"PM TC CON/OTH (MDI+)";"086";"PM Rigid Foam NA";"N016";"PM Poly-ISO";"1677350";"MONDUR 489               0000,00 KG T001";"";"";"";"#";"Not assigned";"";"4AAB";"PRD EP  CPD GUA 4AAB";"";"70";"PM";"04";"MDI PM";"100";"MDI PM POLYMER";"172";"pMDI";"#";"70/04/100/172/Not as";"#";"70/04/100/172/Not as";"";"";"5637295";"MDI 44 V 70 L";"#";"Not assigned";"#";"Not assigned";"060";"EP Resins";"";"";"";"";"31";"EP";"4A20";"COV Guangzhou Ltd";"#";"Not assigned";"#";"Not assigned";"#";"Not assigned";"#";"Not assigned";"#";"Not assigned";"#";"Not assigned";"";"";"";"";"";"";"";"";"5289068";"MONDUR 489";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2849,31";"2797,37";"8026,89";"1031,734";"7487,65";"7860,29";"4690,28";"372,64";"166,60";"1063,54";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Sales";"01.06.2026";"06.06.2026";"";"";"";"";"";"";"";"C";"Core external market";"US";"USA";"US";"USA";"26.05.2026";"05";"EP Other Indu.";"311";"EP Resins";"73999";"EP Resin others";"I08";"IN-PLA TransPlant";"#";"Not assigned";"02.06.2026";"#";"Not assigned";"EUR";"Euro";"";"";"";"";"";"";"";"";"";"KR01";"COV Korea";"05";"Wood & Furniture";"";"";"";"";"";"";"2090571";"Covestro AG";"2090571";"Covestro AG";"70";"PM";"E70";"PM Sales EMLA";"515";"PM TC SF/AS (TDI+)";"081";"PM Flex Foam EMEA";"E102";"PM Flex. Slabstock";"242016";"DESMODUR T 80            0000,00 KG T01";"";"";"";"70520";"STDI";"29.05.2026";"#";"Not assigned";"";"70";"PM";"05";"TDI PM";"140";"TDI T 80";"191";"TDI T 80";"#";"70/05/140/191/Not as";"#";"70/05/140/191/Not as";"86208792";"B.FR3010HF      700209";"409448";"TDI T 80";"R2";"NA";"R2";"NA";"";"";"";"";"";"";"";"";"";"";"3542233";"Plant ORAN";"US PA";"Pennsylvania";"3542233";"Plant ORAN";"US PA";"Pennsylvania";"R21";"NA";"R21";"NA";"";"";"";"";"";"";"";"";"5213312";"DESMODUR T 80";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"11254,410";"102752,76";"105011,34"
"COPA";"";"";"75";"CA";"";"";"";"1175";"Covestro Resins(Fosh";"P";"Core coproducer";"JP";"Japan";"JP";"Japan";"";"78";"SF";"780";"SF CON";"78001";"SF CON Div.Industr";"I08";"IN-PLA TransPlant";"#";"Not assigned";"";"YBK9";"DCRP MUSTERSERVICE D";"";"";"";"#";"Not assigned";"";"";"007.2026";"007.2026";"599";"SALESGROUP GLOBAL";"IN01";"COV India";"02";"Construction";"";"";"";"";"";"";"2090571";"Covestro AG";"2090571";"Covestro AG";"70";"PM";"N70";"PM Sales NA";"541";"PM TC CON/OTH (MDI+)";"086";"PM Rigid Foam NA";"N016";"PM Poly-ISO";"1677350";"MONDUR 489               0000,00 KG T001";"";"";"";"#";"Not assigned";"";"YBK9";"DCRP MUSTERSERVICE D";"26.07.2026";"70";"PM";"04";"MDI PM";"100";"MDI PM POLYMER";"172";"pMDI";"#";"70/04/100/172/Not as";"#";"70/04/100/172/Not as";"";"";"5637295";"MDI 44 V 70 L";"R3";"APAC";"R3";"APAC";"050";"PRD";"";"";"";"";"52";"PRD";"DF20";"Covestro (Foshan)";"7371876";"Plant SUAR";"JP 27";"Osaka";"7371876";"Plant SUAR";"JP 27";"Osaka";"R31";"JAPAN";"R31";"JAPAN";"";"";"";"";"";"";"";"";"5289068";"MONDUR 489";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2926,106";"31514,16";"29627,19";"29663,10";"35,90";"1851,07";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"COSMOS";"";"";"73";"EP";"07.06.2025";"";"";"1554";"Covestro Polymers (C";"C";"Core external market";"JP";"Japan";"JP";"Japan";"";"78";"SF";"780";"SF CON";"78001";"SF CON Div.Industr";"I08";"IN-PLA TransPlant";"#";"Not assigned";"";"THAB";"PRD EP  CPD MTP THAB";"";"";"-184,85";"BMSPL";"BMS PLANT";"";"";"006.2025";"006.2025";"599";"SALESGROUP GLOBAL";"IN01";"COV India";"01";"Automotive";"";"";"";"";"";"";"2090571";"Covestro AG";"2090571";"Covestro AG";"73";"EP";"M73";"EP Mobility";"306";"EP Mobility";"136";"EP MOB Lighting";"A385";"EP MOB Lighting";"3530780";"M.2405C         901510            US2215";"";"";"";"#";"Not assigned";"";"THAB";"PRD EP  CPD MTP THAB";"";"73";"EP";"31";"RESINS";"626";"MAKROLON FOR IM - DR";"903";"IM DS OPAQUE";"#";"73/31/626/903/Not as";"#";"73/31/626/903/Not as";"";"";"1446";"M.2405C         901510";"R3";"APAC";"R3";"APAC";"060";"EP Resins";"";"";"";"";"31";"EP";"B820";"COV Polymers (China)";"7371876";"Plant SUAR";"JP 27";"Osaka";"7371876";"Plant SUAR";"JP 27";"Osaka";"R31";"JAPAN";"R31";"JAPAN";"";"";"";"";"";"";"";"";"1446";"M.2405C         901510";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"41807,94";"42880,38";"112136,06";"10411,890";"104888,20";"108066,48";"62007,81";"3178,28";"4069,58";"12833,30";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Sales";"04.03.2025";"07.03.2025";"";"";"";"";"";"";"";"B";"Non core basic chem.";"#";"Not assigned";"#";"Not assigned";"25.02.2025";"#";"Not assigned";"#";"#";"#";"#";"D03";"DIR-LT Long Tail (direct)";"#";"Not assigned";"05.03.2025";"ORY1";"DCRP TOTAL DIST COLU";"EUR";"Euro";"";"";"";"";"";"";"";"";"";"IN01";"COV India";"12";"Chemical";"";"";"";"";"";"";"#";"Not assigned";"#";"Not assigned";"70";"PM";"E70";"PM Sales EMLA";"721";"PM RPM BC EMLA";"640";"PM MB 2 EMEA";"E114";"PM End user MB 2";"2316335";"HYDROCHLORIC ACID 31 %   0000,00 KG T01";"";"";"";"70800";"BC";"03.03.2025";"ORY1";"DCRP TOTAL DIST COLU";"";"76";"BASIC CHEMICALS";"61";"BASIC CHEMICALS";"101";"HYDROCLORICACID";"576";"HYDROCLORICACID 30%";"#";"76/61/101/576/Not as";"#";"76/61/101/576/Not as";"57821721";"BAYHYDROL UH 2606";"5451159";"HYDROCHLORIC ACID 31%";"#";"Not assigned";"#";"Not assigned";"";"";"";"";"";"";"";"";"";"";"#";"Not assigned";"#";"Not assigned";"#";"Not assigned";"#";"Not assigned";"#";"Not assigned";"#";"Not assigned";"";"";"";"";"";"";"";"";"5451159";"HYDROCHLORIC ACID 31%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"17133,120";"133295,67";"136256,88"
"COPA";"";"";"73";"EP";"";"";"";"1554";"Covestro Polymers (C";"#";"Not assigned";"MX";"Mexico";"MX";"Mexico";"";"#";"Not assigned";"#";"#";"#";"#";"D01";"DIR-Direct";"#";"Not assigned";"";"ORY1";"DCRP TOTAL DIST COLU";"";"";"";"BMSPL";"BMS PLANT";"";"";"001.2025";"001.2025";"599";"SALESGROUP GLOBAL";"TW03";"COV Taiwan domestic";"05";"Wood & Furniture";"";"";"";"";"";"";"11249558";"Plant MXQR";"11249558";"Plant MXQR";"70";"PM";"A70";"PM Sales APAC";"531";"PM TC SF/AS (TDI+)";"075";"PM Flex Foam APAC";"A902";"PM Furnit FF Slabsto";"3827899";"DESMODUR T 80-CN         0000,00 KG T01";"";"";"";"70520";"STDI";"";"ORY1";"DCRP TOTAL DIST COLU";"18.01.2025";"70";"PM";"05";"TDI PM";"140";"TDI T 80";"191";"TDI T 80";"#";"70/05/140/191/Not as";"#";"70/05/140/191/Not as";"";"";"83331209";"TDI T 80 CN";"R2";"NA";"R2";"NA";"060";"EP Resins";"";"";"";"";"31";"EP";"B820";"COV Polymers (China)";"11249558";"Plant MXQR";"MX QUE";"Queretaro";"11249558";"Plant MXQR";"MX QUE";"Queretaro";"R21";"NA";"R21";"NA";"";"";"";"";"";"";"";"";"6362338";"DESMODUR T 80-CN";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"15757,096";"111087,53";"103577,55";"104350,91";"773,36";"6736,61";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"COSMOS";"";"";"73";"EP";"10.03.2025";"";"";"0422";"Covestro (Thailand)";"T";"Core tolling";"DE";"Germany";"DE";"Germany";"";"52";"PM Consumer Goods";"517";"PM Soft Furniture";"70128";"PM Flex. Slabstock";"D03";"DIR-LT Long Tail (direct)";"1198";"PM P+PS Acc'ts EMLA";"";"ORY1";"DCRP TOTAL DIST COLU";"";"";"62,62";"#";"Not assigned";"";"";"003.2025";"003.2025";"599";"SALESGROUP GLOBAL";"SHA1";"COV Shanghai";"05";"Wood & Furniture";"";"";"";"";"";"";"2090571";"Covestro AG";"2090571";"Covestro AG";"75";"CA";"A75";"CA S&MD APAC";"408";"CA SMD GCH SBD";"852";"IC GCH";"A720";"ICFurnitureGCH";"3934873";"DESMODUR L 75 (C)-CN     0225,00 KG B01";"";"";"";"75020";"ARP";"";"ORY1";"DCRP TOTAL DIST COLU";"";"75";"CA";"54";"ARO";"658";"DESMODUR L";"390";"DESMODUR L";"#";"75/54/658/390/Not as";"#";"75/54/658/390/Not as";"";"";"6478670";"DESMODUR L 75 (C)-CN";"R1";"EMEA";"R1";"EMEA";"060";"EP Resins";"";"";"";"";"31";"EP";"TH20";"COV (Thailand) Ltd.";"4130170";"Covestro Deutschland AG";"DE 05";"Nrth Rhine Westfalia";"4130170";"Covestro Deutschland AG";"DE 05";"Nrth Rhine Westfalia";"R11";"WEST EUROPE";"R11";"WEST EUROPE";"";"";"";"";"";"";"";"";"6478670";"DESMODUR L 75 (C)-CN";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3180,09";"3011,29";"7970,32";"912,980";"7654,60";"7604,65";"4643,31";"-49,95";"365,67";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"COPA";"";"";"73";"EP";"";"";"";"0422";"Covestro (Thailand)";"R";"Non core raw mat.";"IN";"India";"IN";"India";"";"71";"CA Speedboat";"753";"CA SCS";"75063";"SCS Others";"D01";"DIR-Direct";"#";"Not assigned";"";"THAB";"PRD EP  CPD MTP THAB";"";"";"";"#";"Not assigned";"";"";"012.2025";"012.2025";"599";"SALESGROUP GLOBAL";"USP1";"COV USA";"09";"Engineering";"";"";"";"";"";"";"11218359";"PLANT I1AG";"11218359";"PLANT I1AG";"70";"PM";"A70";"PM Sales APAC";"521";"PM TC CON/OTH (MDI+)";"076";"PM Apparel APAC";"A906";"PM RM for TPU";"87317049";"DESMODUR 0121 CN         0000,00 KG T01";"";"";"";"70630";"SMDI";"";"THAB";"PRD EP  CPD MTP THAB";"08.12.2025";"70";"PM";"04";"MDI PM";"110";"MDI PM MONOMER";"173";"4,4'-mMDI";"#";"70/04/110/173/Not as";"#";"70/04/110/173/Not as";"";"";"86180510";"MDI 0121 CN";"R3";"APAC";"R3";"APAC";"060";"EP Resins";"";"";"";"";"31";"EP";"TH20";"COV (Thailand) Ltd.";"11218359";"PLANT I1AG";"IN MH";"Maharashtra";"11218359";"PLANT I1AG";"IN MH";"Maharashtra";"R34";"INDIA SUBCONTINENT";"R34";"INDIA SUBCONTINENT";"";"";"";"";"";"";"";"";"87315585";"DESMODUR 0121 CN";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4281,233";"21406,17";"18836,39";"19803,70";"967,32";"1602,46";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AR-PM";"";"";"75";"CA";"";"";"";"1175";"Covestro Resins(Fosh";"P";"Core coproducer";"CN";"PR of China";"CN";"PR of China";"";"72";"CA Flagship";"732";"CA Auto";"75012";"Auto OEM Metal";"D01";"DIR-Direct";"#";"Not assigned";"";"";"";"";"";"";"#";"Not assigned";"73";"EP";"011.2025";"011.2025";"599";"SALESGROUP GLOBAL";"B220";"Western Europe";"01";"Automotive";"";"";"";"";"";"";"2090571";"Covestro AG";"2090571";"Covestro AG";"73";"EP";"M73";"EP Mobility";"306";"EP Mobility";"136";"EP MOB Lighting";"A385";"EP MOB Lighting";"80273917";"M.AL2447P       550396            FA080M";"";"";"26.12.2025";"73060";"EP Resins";"";"B8QA";"PRD CA  ISOCYANATES";"24.11.2025";"73";"EP";"31";"RESINS";"625";"MAKROLON FOR IM - WE";"886";"IM WS AL";"#";"73/31/625/886/Not as";"#";"73/31/625/886/Not as";"";"";"180839";"M.AL2447P       550396";"R3";"APAC";"R3";"APAC";"050";"PRD";"Not assigned";"Not assigned";"";"";"52";"PRD";"DF20";"Covestro (Foshan)";"3604521";"Covestro (Shanghai) Investment";"CN 020";"Shanghai";"3604521";"Covestro (Shanghai) Investment";"CN 020";"Shanghai";"R32";"GREATER CHINA";"R32";"GREATER CHINA";"";"";"";"";"";"";"";"";"180839";"M.AL2447P       550396";"";"";"";"";"";"103151,82";"2,000";"5";"20,00";"20,00";"0,00";"1547277,30";"-1031518,20";"2063,04";"3094554,60";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"COSMOS";"";"";"73";"EP";"30.07.2026";"";"";"1554";"Covestro Polymers (C";"T";"Core tolling";"DE";"Germany";"DE";"Germany";"";"72";"CA Flagship";"721";"CA A&C";"75003";"A&C Deco Exterior";"D01";"DIR-Direct";"#";"Not assigned";"";"B8KA";"PRD PM  WS CAO";"";"";"41,66";"BMSPL";"BMS PLANT";"";"";"007.2026";"007.2026";"599";"SALESGROUP GLOBAL";"SHA1";"COV Shanghai";"03";"Electrica/Electronic";"";"";"";"";"";"";"3579162";"IMCD N.V.";"3579162";"IMCD N.V.";"73";"EP";"E73";"EP EE";"308";"EP DIS";"127";"EP DIS Electrical";"E279";"EP DIS Electrical";"80679158";"M.2805P CN      550115            BK150W";"";"";"";"73060";"EP Resins";"";"B8KA";"PRD PM  WS CAO";"";"73";"EP";"31";"RESINS";"625";"MAKROLON FOR IM - WE";"921";"IM WS EP 22/32 VISCO";"#";"73/31/625/921/Not as";"#";"73/31/625/921/Not as";"";"";"944936";"M.2805P CN      550115";"R1";"EMEA";"R1";"EMEA";"060";"EP Resins";"";"";"";"";"31";"EP";"B820";"COV Polymers (China)";"890997";"IMCD Deutschland GmbH";"DE 05";"Nrth Rhine Westfalia";"890997";"IMCD Deutschland GmbH";"DE 05";"Nrth Rhine Westfalia";"R11";"WEST EUROPE";"R11";"WEST EUROPE";"";"";"";"";"";"";"";"";"944936";"M.2805P CN      550115";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"22687,07";"21075,35";"51142,22";"5053,579";"48624,09";"48045,51";"27548,74";"-578,58";"3096,71";"10262,54";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"COSMOS";"";"";"73";"EP";"02.10.2025";"";"";"1705";"Covestro Guangzhou/C";"#";"Not assigned";"US";"USA";"US";"USA";"";"53";"PM Others";"514";"PM Others";"70144";"PM Independent SH";"D04";"DIR-KA Large Account";"1260";"PM ISH";"";"IKKU";"PRD EP  CPD FLG";"";"";"3,14";"#";"Not assigned";"";"";"010.2025";"010.2025";"LH1";"CHEYO";"I120";"COV in.Priv.Ltd.";"05";"Wood & Furniture";"";"";"";"";"";"";"3424348";"Sealed Air Corporation";"3424348";"Sealed Air Corporation";"70";"PM";"A70";"PM Sales APAC";"531";"PM TC SF/AS (TDI+)";"075";"PM Flex Foam APAC";"A902";"PM Furnit FF Slabsto";"2893677";"ARCOL POLYOL 5613        0000,00 KG SH01";"";"";"";"70540";"SPET";"";"IKKU";"PRD EP  CPD FLG";"";"70";"PM";"06";"PET PM";"200";"PET LONG-CHAINED";"201";"BASE POLYETHER LONG-";"#";"70/06/200/201/Not as";"#";"70/06/200/201/Not as";"";"";"5672708";"PET F-3040";"R2";"NA";"R2";"NA";"060";"EP Resins";"";"";"";"";"31";"EP";"4A20";"COV Guangzhou Ltd";"5653076";"Sealed Air Corp";"US NC";"North Carolina";"5653076";"Sealed Air Corp";"US NC";"North Carolina";"R21";"NA";"R21";"NA";"";"";"";"";"";"";"";"";"5559545";"ARCOL POLYOL 5613";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2208,82";"2089,73";"5413,61";"1270,801";"4836,96";"5066,67";"2747,23";"229,72";"346,94";"675,79";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AR-PM";"";"";"75";"CA";"";"";"";"1175";"Covestro Resins(Fosh";"P";"Core coproducer";"DE";"Germany";"DE";"Germany";"";"53";"PM Others";"514";"PM Others";"70292";"PM Plixxent";"D04";"DIR-KA Large Account";"1195";"PM IS PLX (former TUR)";"";"";"";"";"";"";"#";"Not assigned";"70";"PM";"006.2026";"006.2026";"599";"SALESGROUP GLOBAL";"HK01";"COV Hong Kong";"05";"Wood & Furniture";"";"";"";"";"";"";"11255428";"PLIXXENT Holding GmbH";"11255428";"PLIXXENT Holding GmbH";"70";"PM";"N70";"PM Sales NA";"540";"PM TC SF/AS (TDI+)";"083";"PM Flex Foam NA";"N002";"PM Slabstock Foam";"2373401";"ARCOL POLYOL F-3040      0000,00 KG R001";"";"";"12.08.2026";"#";"Not assigned";"";"B8AA";"PRD PM  MDI TRAIN CA";"23.06.2026";"70";"PM";"06";"PET PM";"200";"PET LONG-CHAINED";"201";"BASE POLYETHER LONG-";"#";"70/06/200/201/Not as";"#";"70/06/200/201/Not as";"";"";"5672708";"PET F-3040";"R1";"EMEA";"R1";"EMEA";"050";"PRD";"Not assigned";"Not assigned";"";"";"52";"PRD";"DF20";"Covestro (Foshan)";"3545476";"PLIXXENT GmbH & Co. KG";"DE 03";"Lower Saxony";"3545476";"PLIXXENT GmbH & Co. KG";"DE 03";"Lower Saxony";"R11";"WEST EUROPE";"R11";"WEST EUROPE";"";"";"";"";"";"";"";"";"5493978";"ARCOL POLYOL F-3040";"";"";"";"";"";"4286,49";"1,000";"18";"33,00";"33,00";"0,00";"64297,35";"-51437,88";"141,45";"192892,05";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
